CISP,mes_ano,munic,roubo_veiculo,furto_veiculos,recuperacao_veiculos
1,2019m01,Rio de Janeiro,2,2,1
1,2019m02,Rio de Janeiro,1,6,3
1,2019m03,Rio de Janeiro,2,4,1
1,2019m04,Rio de Janeiro,1,5,3
1,2019m05,Rio de Janeiro,0,5,0
1,2019m06,Rio de Janeiro,1,2,1
1,2019m07,Rio de Janeiro,2,2,0
1,2019m08,Rio de Janeiro,2,2,0
1,2019m09,Rio de Janeiro,0,2,1
1,2019m10,Rio de Janeiro,0,2,0
1,2019m11,Rio de Janeiro,0,4,0
1,2019m12,Rio de Janeiro,1,4,1
1,2020m01,Rio de Janeiro,0,5,1
1,2020m02,Rio de Janeiro,0,4,0
1,2020m03,Rio de Janeiro,1,5,1
1,2020m04,Rio de Janeiro,1,7,2
1,2020m05,Rio de Janeiro,0,8,0
1,2020m06,Rio de Janeiro,1,7,1
1,2020m07,Rio de Janeiro,0,2,0
1,2020m08,Rio de Janeiro,0,5,2
1,2020m09,Rio de Janeiro,0,6,1
1,2020m10,Rio de Janeiro,0,2,1
1,2020m11,Rio de Janeiro,0,3,1
1,2020m12,Rio de Janeiro,1,3,0
1,2021m01,Rio de Janeiro,0,4,1
1,2021m02,Rio de Janeiro,0,1,1
1,2021m03,Rio de Janeiro,0,2,3
1,2021m04,Rio de Janeiro,0,2,0
1,2021m05,Rio de Janeiro,0,3,0
1,2021m06,Rio de Janeiro,0,3,1
1,2021m07,Rio de Janeiro,3,1,0
1,2021m08,Rio de Janeiro,0,1,0
1,2021m09,Rio de Janeiro,0,0,2
1,2021m10,Rio de Janeiro,2,2,0
1,2021m11,Rio de Janeiro,1,2,2
1,2021m12,Rio de Janeiro,0,0,6
1,2022m01,Rio de Janeiro,1,3,0
1,2022m02,Rio de Janeiro,1,2,0
1,2022m03,Rio de Janeiro,0,2,1
1,2022m04,Rio de Janeiro,0,9,0
1,2022m05,Rio de Janeiro,1,7,0
4,2019m01,Rio de Janeiro,9,6,4
4,2019m02,Rio de Janeiro,11,5,10
4,2019m03,Rio de Janeiro,8,3,4
4,2019m04,Rio de Janeiro,8,1,9
4,2019m05,Rio de Janeiro,6,10,7
4,2019m06,Rio de Janeiro,12,3,11
4,2019m07,Rio de Janeiro,7,2,6
4,2019m08,Rio de Janeiro,4,1,4
4,2019m09,Rio de Janeiro,4,3,2
4,2019m10,Rio de Janeiro,6,7,6
4,2019m11,Rio de Janeiro,4,5,2
4,2019m12,Rio de Janeiro,11,4,4
4,2020m01,Rio de Janeiro,4,5,5
4,2020m02,Rio de Janeiro,9,4,0
4,2020m03,Rio de Janeiro,5,1,3
4,2020m04,Rio de Janeiro,3,3,1
4,2020m05,Rio de Janeiro,5,0,2
4,2020m06,Rio de Janeiro,5,2,0
4,2020m07,Rio de Janeiro,5,6,5
4,2020m08,Rio de Janeiro,6,2,2
4,2020m09,Rio de Janeiro,5,2,5
4,2020m10,Rio de Janeiro,3,2,3
4,2020m11,Rio de Janeiro,10,5,3
4,2020m12,Rio de Janeiro,1,1,5
4,2021m01,Rio de Janeiro,1,1,1
4,2021m02,Rio de Janeiro,3,4,2
4,2021m03,Rio de Janeiro,4,3,3
4,2021m04,Rio de Janeiro,0,0,5
4,2021m05,Rio de Janeiro,7,3,7
4,2021m06,Rio de Janeiro,6,2,1
4,2021m07,Rio de Janeiro,4,4,1
4,2021m08,Rio de Janeiro,1,1,1
4,2021m09,Rio de Janeiro,1,3,3
4,2021m10,Rio de Janeiro,2,3,5
4,2021m11,Rio de Janeiro,2,6,1
4,2021m12,Rio de Janeiro,2,1,14
4,2022m01,Rio de Janeiro,4,2,0
4,2022m02,Rio de Janeiro,4,4,1
4,2022m03,Rio de Janeiro,1,3,1
4,2022m04,Rio de Janeiro,5,3,2
4,2022m05,Rio de Janeiro,6,3,2
5,2019m01,Rio de Janeiro,14,6,9
5,2019m02,Rio de Janeiro,6,6,6
5,2019m03,Rio de Janeiro,2,4,1
5,2019m04,Rio de Janeiro,5,3,4
5,2019m05,Rio de Janeiro,2,4,6
5,2019m06,Rio de Janeiro,1,4,1
5,2019m07,Rio de Janeiro,4,4,1
5,2019m08,Rio de Janeiro,7,2,3
5,2019m09,Rio de Janeiro,4,3,2
5,2019m10,Rio de Janeiro,2,3,0
5,2019m11,Rio de Janeiro,2,6,2
5,2019m12,Rio de Janeiro,5,7,2
5,2020m01,Rio de Janeiro,5,10,0
5,2020m02,Rio de Janeiro,2,2,0
5,2020m03,Rio de Janeiro,3,5,1
5,2020m04,Rio de Janeiro,2,8,2
5,2020m05,Rio de Janeiro,1,2,0
5,2020m06,Rio de Janeiro,6,11,4
5,2020m07,Rio de Janeiro,5,8,3
5,2020m08,Rio de Janeiro,5,11,1
5,2020m09,Rio de Janeiro,4,9,5
5,2020m10,Rio de Janeiro,3,13,5
5,2020m11,Rio de Janeiro,8,8,5
5,2020m12,Rio de Janeiro,1,16,3
5,2021m01,Rio de Janeiro,6,14,6
5,2021m02,Rio de Janeiro,5,9,5
5,2021m03,Rio de Janeiro,3,23,6
5,2021m04,Rio de Janeiro,2,7,3
5,2021m05,Rio de Janeiro,2,8,6
5,2021m06,Rio de Janeiro,3,10,2
5,2021m07,Rio de Janeiro,4,9,3
5,2021m08,Rio de Janeiro,4,9,7
5,2021m09,Rio de Janeiro,3,14,2
5,2021m10,Rio de Janeiro,4,17,2
5,2021m11,Rio de Janeiro,4,17,1
5,2021m12,Rio de Janeiro,2,11,2
5,2022m01,Rio de Janeiro,3,12,3
5,2022m02,Rio de Janeiro,3,5,4
5,2022m03,Rio de Janeiro,2,14,1
5,2022m04,Rio de Janeiro,4,13,4
5,2022m05,Rio de Janeiro,6,11,3
6,2019m01,Rio de Janeiro,18,9,25
6,2019m02,Rio de Janeiro,28,16,21
6,2019m03,Rio de Janeiro,16,12,22
6,2019m04,Rio de Janeiro,16,11,28
6,2019m05,Rio de Janeiro,18,10,18
6,2019m06,Rio de Janeiro,12,8,14
6,2019m07,Rio de Janeiro,23,12,29
6,2019m08,Rio de Janeiro,21,6,22
6,2019m09,Rio de Janeiro,17,1,30
6,2019m10,Rio de Janeiro,18,3,21
6,2019m11,Rio de Janeiro,21,7,21
6,2019m12,Rio de Janeiro,28,6,21
6,2020m01,Rio de Janeiro,17,9,29
6,2020m02,Rio de Janeiro,10,5,12
6,2020m03,Rio de Janeiro,13,9,17
6,2020m04,Rio de Janeiro,18,9,24
6,2020m05,Rio de Janeiro,13,11,20
6,2020m06,Rio de Janeiro,17,7,14
6,2020m07,Rio de Janeiro,15,3,14
6,2020m08,Rio de Janeiro,17,2,12
6,2020m09,Rio de Janeiro,9,4,9
6,2020m10,Rio de Janeiro,17,6,15
6,2020m11,Rio de Janeiro,22,4,23
6,2020m12,Rio de Janeiro,27,10,12
6,2021m01,Rio de Janeiro,15,13,25
6,2021m02,Rio de Janeiro,16,4,19
6,2021m03,Rio de Janeiro,10,2,26
6,2021m04,Rio de Janeiro,13,7,28
6,2021m05,Rio de Janeiro,8,5,15
6,2021m06,Rio de Janeiro,10,2,10
6,2021m07,Rio de Janeiro,16,8,16
6,2021m08,Rio de Janeiro,18,4,15
6,2021m09,Rio de Janeiro,10,6,13
6,2021m10,Rio de Janeiro,12,8,24
6,2021m11,Rio de Janeiro,7,8,13
6,2021m12,Rio de Janeiro,11,3,5
6,2022m01,Rio de Janeiro,17,2,10
6,2022m02,Rio de Janeiro,16,8,13
6,2022m03,Rio de Janeiro,14,12,15
6,2022m04,Rio de Janeiro,8,8,13
6,2022m05,Rio de Janeiro,27,12,19
7,2019m01,Rio de Janeiro,5,2,4
7,2019m02,Rio de Janeiro,3,5,5
7,2019m03,Rio de Janeiro,1,3,6
7,2019m04,Rio de Janeiro,0,5,7
7,2019m05,Rio de Janeiro,4,11,5
7,2019m06,Rio de Janeiro,3,3,4
7,2019m07,Rio de Janeiro,5,4,6
7,2019m08,Rio de Janeiro,7,3,5
7,2019m09,Rio de Janeiro,2,3,2
7,2019m10,Rio de Janeiro,5,3,6
7,2019m11,Rio de Janeiro,1,2,1
7,2019m12,Rio de Janeiro,5,0,8
7,2020m01,Rio de Janeiro,5,6,5
7,2020m02,Rio de Janeiro,2,2,3
7,2020m03,Rio de Janeiro,3,9,3
7,2020m04,Rio de Janeiro,3,7,2
7,2020m05,Rio de Janeiro,2,7,6
7,2020m06,Rio de Janeiro,2,3,5
7,2020m07,Rio de Janeiro,3,6,5
7,2020m08,Rio de Janeiro,4,3,4
7,2020m09,Rio de Janeiro,2,7,11
7,2020m10,Rio de Janeiro,1,19,4
7,2020m11,Rio de Janeiro,5,13,3
7,2020m12,Rio de Janeiro,2,17,1
7,2021m01,Rio de Janeiro,5,17,5
7,2021m02,Rio de Janeiro,6,10,4
7,2021m03,Rio de Janeiro,6,8,9
7,2021m04,Rio de Janeiro,4,3,1
7,2021m05,Rio de Janeiro,5,2,5
7,2021m06,Rio de Janeiro,0,8,4
7,2021m07,Rio de Janeiro,4,11,1
7,2021m08,Rio de Janeiro,5,8,1
7,2021m09,Rio de Janeiro,8,6,5
7,2021m10,Rio de Janeiro,3,5,5
7,2021m11,Rio de Janeiro,5,4,2
7,2021m12,Rio de Janeiro,3,5,1
7,2022m01,Rio de Janeiro,3,6,2
7,2022m02,Rio de Janeiro,5,6,6
7,2022m03,Rio de Janeiro,8,9,8
7,2022m04,Rio de Janeiro,2,4,4
7,2022m05,Rio de Janeiro,4,8,1
9,2019m01,Rio de Janeiro,19,8,3
9,2019m02,Rio de Janeiro,21,7,1
9,2019m03,Rio de Janeiro,15,11,6
9,2019m04,Rio de Janeiro,34,8,2
9,2019m05,Rio de Janeiro,14,6,3
9,2019m06,Rio de Janeiro,10,8,5
9,2019m07,Rio de Janeiro,16,6,7
9,2019m08,Rio de Janeiro,13,11,6
9,2019m09,Rio de Janeiro,14,13,2
9,2019m10,Rio de Janeiro,16,7,3
9,2019m11,Rio de Janeiro,16,5,2
9,2019m12,Rio de Janeiro,23,9,6
9,2020m01,Rio de Janeiro,22,12,4
9,2020m02,Rio de Janeiro,5,5,4
9,2020m03,Rio de Janeiro,12,15,3
9,2020m04,Rio de Janeiro,10,30,3
9,2020m05,Rio de Janeiro,12,12,5
9,2020m06,Rio de Janeiro,17,7,2
9,2020m07,Rio de Janeiro,16,14,2
9,2020m08,Rio de Janeiro,16,14,0
9,2020m09,Rio de Janeiro,19,15,3
9,2020m10,Rio de Janeiro,11,32,4
9,2020m11,Rio de Janeiro,15,32,6
9,2020m12,Rio de Janeiro,4,35,1
9,2021m01,Rio de Janeiro,18,41,6
9,2021m02,Rio de Janeiro,14,23,5
9,2021m03,Rio de Janeiro,13,28,3
9,2021m04,Rio de Janeiro,14,23,1
9,2021m05,Rio de Janeiro,11,27,1
9,2021m06,Rio de Janeiro,5,24,2
9,2021m07,Rio de Janeiro,8,24,2
9,2021m08,Rio de Janeiro,14,18,2
9,2021m09,Rio de Janeiro,19,20,2
9,2021m10,Rio de Janeiro,15,18,1
9,2021m11,Rio de Janeiro,18,26,5
9,2021m12,Rio de Janeiro,14,26,3
9,2022m01,Rio de Janeiro,10,21,5
9,2022m02,Rio de Janeiro,19,21,3
9,2022m03,Rio de Janeiro,12,25,2
9,2022m04,Rio de Janeiro,10,22,1
9,2022m05,Rio de Janeiro,21,15,5
10,2019m01,Rio de Janeiro,17,7,6
10,2019m02,Rio de Janeiro,12,4,2
10,2019m03,Rio de Janeiro,17,4,3
10,2019m04,Rio de Janeiro,19,8,3
10,2019m05,Rio de Janeiro,2,10,0
10,2019m06,Rio de Janeiro,7,7,1
10,2019m07,Rio de Janeiro,15,17,4
10,2019m08,Rio de Janeiro,9,8,4
10,2019m09,Rio de Janeiro,8,10,2
10,2019m10,Rio de Janeiro,14,7,7
10,2019m11,Rio de Janeiro,11,11,2
10,2019m12,Rio de Janeiro,11,6,4
10,2020m01,Rio de Janeiro,15,9,4
10,2020m02,Rio de Janeiro,5,12,3
10,2020m03,Rio de Janeiro,6,14,1
10,2020m04,Rio de Janeiro,9,16,2
10,2020m05,Rio de Janeiro,6,7,2
10,2020m06,Rio de Janeiro,4,7,2
10,2020m07,Rio de Janeiro,7,14,1
10,2020m08,Rio de Janeiro,5,12,2
10,2020m09,Rio de Janeiro,10,16,5
10,2020m10,Rio de Janeiro,9,14,2
10,2020m11,Rio de Janeiro,4,11,1
10,2020m12,Rio de Janeiro,5,11,2
10,2021m01,Rio de Janeiro,10,11,4
10,2021m02,Rio de Janeiro,3,14,2
10,2021m03,Rio de Janeiro,7,12,2
10,2021m04,Rio de Janeiro,3,14,1
10,2021m05,Rio de Janeiro,11,18,0
10,2021m06,Rio de Janeiro,9,15,3
10,2021m07,Rio de Janeiro,7,9,2
10,2021m08,Rio de Janeiro,9,15,1
10,2021m09,Rio de Janeiro,6,10,2
10,2021m10,Rio de Janeiro,14,14,2
10,2021m11,Rio de Janeiro,7,27,2
10,2021m12,Rio de Janeiro,4,13,0
10,2022m01,Rio de Janeiro,9,10,1
10,2022m02,Rio de Janeiro,6,18,2
10,2022m03,Rio de Janeiro,3,19,1
10,2022m04,Rio de Janeiro,4,14,1
10,2022m05,Rio de Janeiro,9,19,1
11,2019m01,Rio de Janeiro,0,1,0
11,2019m02,Rio de Janeiro,0,0,0
11,2019m03,Rio de Janeiro,2,3,0
11,2019m04,Rio de Janeiro,0,1,1
11,2019m05,Rio de Janeiro,0,0,0
11,2019m06,Rio de Janeiro,0,1,0
11,2019m07,Rio de Janeiro,0,3,0
11,2019m08,Rio de Janeiro,0,2,0
11,2019m09,Rio de Janeiro,0,2,0
11,2019m10,Rio de Janeiro,0,1,0
11,2019m11,Rio de Janeiro,0,0,0
11,2019m12,Rio de Janeiro,1,0,0
11,2020m01,Rio de Janeiro,1,1,0
11,2020m02,Rio de Janeiro,0,0,0
11,2020m03,Rio de Janeiro,0,2,0
11,2020m04,Rio de Janeiro,0,0,0
11,2020m05,Rio de Janeiro,0,1,1
11,2020m06,Rio de Janeiro,0,1,0
11,2020m07,Rio de Janeiro,0,0,1
11,2020m08,Rio de Janeiro,0,0,0
11,2020m09,Rio de Janeiro,1,4,0
11,2020m10,Rio de Janeiro,0,2,0
11,2020m11,Rio de Janeiro,0,0,1
11,2020m12,Rio de Janeiro,0,0,1
11,2021m01,Rio de Janeiro,0,1,0
11,2021m02,Rio de Janeiro,1,1,0
11,2021m03,Rio de Janeiro,1,1,0
11,2021m04,Rio de Janeiro,0,1,0
11,2021m05,Rio de Janeiro,0,0,0
11,2021m06,Rio de Janeiro,0,0,0
11,2021m07,Rio de Janeiro,0,0,0
11,2021m08,Rio de Janeiro,0,1,0
11,2021m09,Rio de Janeiro,0,2,0
11,2021m10,Rio de Janeiro,0,0,1
11,2021m11,Rio de Janeiro,0,0,0
11,2021m12,Rio de Janeiro,0,1,0
11,2022m01,Rio de Janeiro,0,3,1
11,2022m02,Rio de Janeiro,0,1,0
11,2022m03,Rio de Janeiro,0,1,1
11,2022m04,Rio de Janeiro,0,1,1
11,2022m05,Rio de Janeiro,0,0,0
12,2019m01,Rio de Janeiro,1,6,3
12,2019m02,Rio de Janeiro,0,3,2
12,2019m03,Rio de Janeiro,1,0,4
12,2019m04,Rio de Janeiro,0,3,1
12,2019m05,Rio de Janeiro,2,2,2
12,2019m06,Rio de Janeiro,0,1,2
12,2019m07,Rio de Janeiro,2,2,4
12,2019m08,Rio de Janeiro,1,4,4
12,2019m09,Rio de Janeiro,0,1,1
12,2019m10,Rio de Janeiro,0,3,0
12,2019m11,Rio de Janeiro,1,3,1
12,2019m12,Rio de Janeiro,1,4,2
12,2020m01,Rio de Janeiro,0,4,1
12,2020m02,Rio de Janeiro,0,8,2
12,2020m03,Rio de Janeiro,0,7,1
12,2020m04,Rio de Janeiro,0,6,3
12,2020m05,Rio de Janeiro,0,12,0
12,2020m06,Rio de Janeiro,1,6,0
12,2020m07,Rio de Janeiro,1,4,1
12,2020m08,Rio de Janeiro,0,7,0
12,2020m09,Rio de Janeiro,0,10,2
12,2020m10,Rio de Janeiro,0,7,0
12,2020m11,Rio de Janeiro,0,3,2
12,2020m12,Rio de Janeiro,1,7,0
12,2021m01,Rio de Janeiro,0,10,5
12,2021m02,Rio de Janeiro,1,10,3
12,2021m03,Rio de Janeiro,1,4,0
12,2021m04,Rio de Janeiro,0,2,2
12,2021m05,Rio de Janeiro,1,2,1
12,2021m06,Rio de Janeiro,0,6,3
12,2021m07,Rio de Janeiro,1,4,1
12,2021m08,Rio de Janeiro,0,3,1
12,2021m09,Rio de Janeiro,0,6,0
12,2021m10,Rio de Janeiro,0,8,2
12,2021m11,Rio de Janeiro,0,13,1
12,2021m12,Rio de Janeiro,1,12,1
12,2022m01,Rio de Janeiro,0,7,1
12,2022m02,Rio de Janeiro,0,1,1
12,2022m03,Rio de Janeiro,0,19,1
12,2022m04,Rio de Janeiro,0,11,0
12,2022m05,Rio de Janeiro,1,10,1
13,2019m01,Rio de Janeiro,3,1,2
13,2019m02,Rio de Janeiro,1,3,1
13,2019m03,Rio de Janeiro,0,0,0
13,2019m04,Rio de Janeiro,1,2,0
13,2019m05,Rio de Janeiro,2,5,0
13,2019m06,Rio de Janeiro,0,1,2
13,2019m07,Rio de Janeiro,0,1,0
13,2019m08,Rio de Janeiro,0,1,0
13,2019m09,Rio de Janeiro,0,2,0
13,2019m10,Rio de Janeiro,1,0,0
13,2019m11,Rio de Janeiro,0,0,0
13,2019m12,Rio de Janeiro,1,3,1
13,2020m01,Rio de Janeiro,1,5,1
13,2020m02,Rio de Janeiro,2,4,1
13,2020m03,Rio de Janeiro,0,3,3
13,2020m04,Rio de Janeiro,0,1,0
13,2020m05,Rio de Janeiro,0,4,0
13,2020m06,Rio de Janeiro,0,2,0
13,2020m07,Rio de Janeiro,1,1,0
13,2020m08,Rio de Janeiro,0,8,0
13,2020m09,Rio de Janeiro,0,3,0
13,2020m10,Rio de Janeiro,1,6,0
13,2020m11,Rio de Janeiro,1,3,1
13,2020m12,Rio de Janeiro,0,6,1
13,2021m01,Rio de Janeiro,1,0,1
13,2021m02,Rio de Janeiro,1,2,2
13,2021m03,Rio de Janeiro,1,1,0
13,2021m04,Rio de Janeiro,0,0,0
13,2021m05,Rio de Janeiro,0,0,0
13,2021m06,Rio de Janeiro,0,2,0
13,2021m07,Rio de Janeiro,0,4,0
13,2021m08,Rio de Janeiro,0,1,0
13,2021m09,Rio de Janeiro,0,1,0
13,2021m10,Rio de Janeiro,0,5,1
13,2021m11,Rio de Janeiro,1,7,2
13,2021m12,Rio de Janeiro,0,7,3
13,2022m01,Rio de Janeiro,1,8,0
13,2022m02,Rio de Janeiro,0,6,0
13,2022m03,Rio de Janeiro,0,8,1
13,2022m04,Rio de Janeiro,1,8,1
13,2022m05,Rio de Janeiro,0,6,0
14,2019m01,Rio de Janeiro,5,2,3
14,2019m02,Rio de Janeiro,4,0,4
14,2019m03,Rio de Janeiro,2,3,4
14,2019m04,Rio de Janeiro,2,5,3
14,2019m05,Rio de Janeiro,1,5,5
14,2019m06,Rio de Janeiro,2,2,0
14,2019m07,Rio de Janeiro,1,4,0
14,2019m08,Rio de Janeiro,1,7,4
14,2019m09,Rio de Janeiro,5,6,0
14,2019m10,Rio de Janeiro,2,2,0
14,2019m11,Rio de Janeiro,2,1,2
14,2019m12,Rio de Janeiro,5,3,1
14,2020m01,Rio de Janeiro,1,12,0
14,2020m02,Rio de Janeiro,3,8,0
14,2020m03,Rio de Janeiro,1,9,0
14,2020m04,Rio de Janeiro,0,3,0
14,2020m05,Rio de Janeiro,3,3,0
14,2020m06,Rio de Janeiro,2,4,1
14,2020m07,Rio de Janeiro,4,14,0
14,2020m08,Rio de Janeiro,1,23,2
14,2020m09,Rio de Janeiro,1,19,1
14,2020m10,Rio de Janeiro,1,12,5
14,2020m11,Rio de Janeiro,1,8,3
14,2020m12,Rio de Janeiro,4,8,1
14,2021m01,Rio de Janeiro,6,11,3
14,2021m02,Rio de Janeiro,3,6,1
14,2021m03,Rio de Janeiro,2,4,1
14,2021m04,Rio de Janeiro,1,1,5
14,2021m05,Rio de Janeiro,0,1,3
14,2021m06,Rio de Janeiro,2,4,2
14,2021m07,Rio de Janeiro,2,3,1
14,2021m08,Rio de Janeiro,2,8,1
14,2021m09,Rio de Janeiro,1,7,2
14,2021m10,Rio de Janeiro,0,9,0
14,2021m11,Rio de Janeiro,1,18,0
14,2021m12,Rio de Janeiro,3,13,1
14,2022m01,Rio de Janeiro,2,17,0
14,2022m02,Rio de Janeiro,2,8,2
14,2022m03,Rio de Janeiro,5,18,3
14,2022m04,Rio de Janeiro,4,12,0
14,2022m05,Rio de Janeiro,2,8,2
15,2019m01,Rio de Janeiro,6,0,3
15,2019m02,Rio de Janeiro,3,3,2
15,2019m03,Rio de Janeiro,8,2,6
15,2019m04,Rio de Janeiro,8,4,5
15,2019m05,Rio de Janeiro,1,4,5
15,2019m06,Rio de Janeiro,5,2,3
15,2019m07,Rio de Janeiro,8,1,5
15,2019m08,Rio de Janeiro,7,4,2
15,2019m09,Rio de Janeiro,1,7,3
15,2019m10,Rio de Janeiro,1,1,2
15,2019m11,Rio de Janeiro,7,1,2
15,2019m12,Rio de Janeiro,10,2,2
15,2020m01,Rio de Janeiro,7,3,2
15,2020m02,Rio de Janeiro,1,4,0
15,2020m03,Rio de Janeiro,2,7,2
15,2020m04,Rio de Janeiro,1,9,0
15,2020m05,Rio de Janeiro,0,1,0
15,2020m06,Rio de Janeiro,1,6,1
15,2020m07,Rio de Janeiro,2,6,0
15,2020m08,Rio de Janeiro,2,11,0
15,2020m09,Rio de Janeiro,7,11,2
15,2020m10,Rio de Janeiro,2,5,1
15,2020m11,Rio de Janeiro,5,9,1
15,2020m12,Rio de Janeiro,2,7,1
15,2021m01,Rio de Janeiro,5,10,5
15,2021m02,Rio de Janeiro,5,8,8
15,2021m03,Rio de Janeiro,9,9,3
15,2021m04,Rio de Janeiro,7,2,2
15,2021m05,Rio de Janeiro,10,2,1
15,2021m06,Rio de Janeiro,6,4,1
15,2021m07,Rio de Janeiro,7,5,0
15,2021m08,Rio de Janeiro,9,7,1
15,2021m09,Rio de Janeiro,3,5,3
15,2021m10,Rio de Janeiro,3,6,0
15,2021m11,Rio de Janeiro,4,12,5
15,2021m12,Rio de Janeiro,3,9,4
15,2022m01,Rio de Janeiro,4,3,2
15,2022m02,Rio de Janeiro,8,7,2
15,2022m03,Rio de Janeiro,8,6,0
15,2022m04,Rio de Janeiro,7,8,3
15,2022m05,Rio de Janeiro,0,8,1
16,2019m01,Rio de Janeiro,17,57,10
16,2019m02,Rio de Janeiro,17,52,23
16,2019m03,Rio de Janeiro,26,60,17
16,2019m04,Rio de Janeiro,19,39,18
16,2019m05,Rio de Janeiro,28,42,10
16,2019m06,Rio de Janeiro,12,26,11
16,2019m07,Rio de Janeiro,27,19,9
16,2019m08,Rio de Janeiro,27,34,12
16,2019m09,Rio de Janeiro,14,21,9
16,2019m10,Rio de Janeiro,16,22,9
16,2019m11,Rio de Janeiro,23,12,13
16,2019m12,Rio de Janeiro,14,11,5
16,2020m01,Rio de Janeiro,17,23,11
16,2020m02,Rio de Janeiro,13,18,16
16,2020m03,Rio de Janeiro,4,5,4
16,2020m04,Rio de Janeiro,4,2,3
16,2020m05,Rio de Janeiro,2,7,3
16,2020m06,Rio de Janeiro,3,10,4
16,2020m07,Rio de Janeiro,9,21,7
16,2020m08,Rio de Janeiro,7,22,8
16,2020m09,Rio de Janeiro,6,37,8
16,2020m10,Rio de Janeiro,13,30,10
16,2020m11,Rio de Janeiro,12,38,9
16,2020m12,Rio de Janeiro,7,33,7
16,2021m01,Rio de Janeiro,13,29,6
16,2021m02,Rio de Janeiro,11,8,8
16,2021m03,Rio de Janeiro,2,13,8
16,2021m04,Rio de Janeiro,10,8,5
16,2021m05,Rio de Janeiro,9,16,3
16,2021m06,Rio de Janeiro,6,15,11
16,2021m07,Rio de Janeiro,10,17,4
16,2021m08,Rio de Janeiro,3,25,19
16,2021m09,Rio de Janeiro,3,17,4
16,2021m10,Rio de Janeiro,6,15,11
16,2021m11,Rio de Janeiro,7,29,7
16,2021m12,Rio de Janeiro,4,33,4
16,2022m01,Rio de Janeiro,9,21,8
16,2022m02,Rio de Janeiro,2,30,6
16,2022m03,Rio de Janeiro,0,46,7
16,2022m04,Rio de Janeiro,7,27,9
16,2022m05,Rio de Janeiro,7,25,4
17,2019m01,Rio de Janeiro,37,13,24
17,2019m02,Rio de Janeiro,31,15,20
17,2019m03,Rio de Janeiro,9,14,16
17,2019m04,Rio de Janeiro,25,13,19
17,2019m05,Rio de Janeiro,21,24,15
17,2019m06,Rio de Janeiro,28,8,14
17,2019m07,Rio de Janeiro,28,15,12
17,2019m08,Rio de Janeiro,32,11,9
17,2019m09,Rio de Janeiro,33,8,15
17,2019m10,Rio de Janeiro,39,10,10
17,2019m11,Rio de Janeiro,38,8,6
17,2019m12,Rio de Janeiro,28,4,11
17,2020m01,Rio de Janeiro,33,15,8
17,2020m02,Rio de Janeiro,26,7,6
17,2020m03,Rio de Janeiro,25,8,17
17,2020m04,Rio de Janeiro,14,10,11
17,2020m05,Rio de Janeiro,13,7,3
17,2020m06,Rio de Janeiro,16,10,8
17,2020m07,Rio de Janeiro,23,12,6
17,2020m08,Rio de Janeiro,18,17,15
17,2020m09,Rio de Janeiro,9,7,8
17,2020m10,Rio de Janeiro,13,13,10
17,2020m11,Rio de Janeiro,18,2,5
17,2020m12,Rio de Janeiro,19,8,8
17,2021m01,Rio de Janeiro,24,12,5
17,2021m02,Rio de Janeiro,20,14,5
17,2021m03,Rio de Janeiro,23,6,12
17,2021m04,Rio de Janeiro,15,13,11
17,2021m05,Rio de Janeiro,17,8,5
17,2021m06,Rio de Janeiro,16,9,10
17,2021m07,Rio de Janeiro,17,12,2
17,2021m08,Rio de Janeiro,20,9,5
17,2021m09,Rio de Janeiro,23,7,7
17,2021m10,Rio de Janeiro,16,11,5
17,2021m11,Rio de Janeiro,11,13,9
17,2021m12,Rio de Janeiro,13,3,2
17,2022m01,Rio de Janeiro,21,7,4
17,2022m02,Rio de Janeiro,20,8,5
17,2022m03,Rio de Janeiro,29,18,7
17,2022m04,Rio de Janeiro,35,8,9
17,2022m05,Rio de Janeiro,34,7,7
18,2019m01,Rio de Janeiro,27,8,3
18,2019m02,Rio de Janeiro,32,5,2
18,2019m03,Rio de Janeiro,26,10,2
18,2019m04,Rio de Janeiro,37,7,9
18,2019m05,Rio de Janeiro,35,7,5
18,2019m06,Rio de Janeiro,25,2,0
18,2019m07,Rio de Janeiro,25,1,3
18,2019m08,Rio de Janeiro,46,8,7
18,2019m09,Rio de Janeiro,21,9,3
18,2019m10,Rio de Janeiro,40,10,3
18,2019m11,Rio de Janeiro,33,9,4
18,2019m12,Rio de Janeiro,37,5,4
18,2020m01,Rio de Janeiro,30,9,3
18,2020m02,Rio de Janeiro,19,8,2
18,2020m03,Rio de Janeiro,23,4,2
18,2020m04,Rio de Janeiro,16,3,1
18,2020m05,Rio de Janeiro,13,3,1
18,2020m06,Rio de Janeiro,18,2,3
18,2020m07,Rio de Janeiro,25,3,2
18,2020m08,Rio de Janeiro,21,8,3
18,2020m09,Rio de Janeiro,12,6,1
18,2020m10,Rio de Janeiro,15,2,1
18,2020m11,Rio de Janeiro,23,2,2
18,2020m12,Rio de Janeiro,31,2,1
18,2021m01,Rio de Janeiro,34,7,3
18,2021m02,Rio de Janeiro,29,7,4
18,2021m03,Rio de Janeiro,20,2,4
18,2021m04,Rio de Janeiro,19,3,4
18,2021m05,Rio de Janeiro,19,1,3
18,2021m06,Rio de Janeiro,19,4,1
18,2021m07,Rio de Janeiro,26,6,3
18,2021m08,Rio de Janeiro,23,5,5
