CISP,mes_ano,munic,roubo_veiculo,furto_veiculos,recuperacao_veiculos
36,2021m12,Rio de Janeiro,9,21,12
36,2022m01,Rio de Janeiro,11,30,15
36,2022m02,Rio de Janeiro,15,19,18
36,2022m03,Rio de Janeiro,15,22,4
36,2022m04,Rio de Janeiro,18,28,9
36,2022m05,Rio de Janeiro,24,25,17
37,2019m01,Rio de Janeiro,8,26,19
37,2019m02,Rio de Janeiro,6,22,18
37,2019m03,Rio de Janeiro,11,17,18
37,2019m04,Rio de Janeiro,7,18,16
37,2019m05,Rio de Janeiro,9,22,18
37,2019m06,Rio de Janeiro,10,14,19
37,2019m07,Rio de Janeiro,6,21,20
37,2019m08,Rio de Janeiro,11,28,29
37,2019m09,Rio de Janeiro,11,13,24
37,2019m10,Rio de Janeiro,18,14,14
37,2019m11,Rio de Janeiro,15,12,15
37,2019m12,Rio de Janeiro,9,12,11
37,2020m01,Rio de Janeiro,20,11,17
37,2020m02,Rio de Janeiro,12,23,16
37,2020m03,Rio de Janeiro,9,17,8
37,2020m04,Rio de Janeiro,10,5,12
37,2020m05,Rio de Janeiro,7,6,4
37,2020m06,Rio de Janeiro,8,7,10
37,2020m07,Rio de Janeiro,9,7,12
37,2020m08,Rio de Janeiro,6,17,18
37,2020m09,Rio de Janeiro,5,11,12
37,2020m10,Rio de Janeiro,7,9,15
37,2020m11,Rio de Janeiro,4,7,13
37,2020m12,Rio de Janeiro,7,12,21
37,2021m01,Rio de Janeiro,10,6,18
37,2021m02,Rio de Janeiro,4,10,12
37,2021m03,Rio de Janeiro,8,9,24
37,2021m04,Rio de Janeiro,8,6,19
37,2021m05,Rio de Janeiro,7,7,20
37,2021m06,Rio de Janeiro,16,12,38
37,2021m07,Rio de Janeiro,9,11,20
37,2021m08,Rio de Janeiro,14,16,22
37,2021m09,Rio de Janeiro,8,15,22
37,2021m10,Rio de Janeiro,4,8,22
37,2021m11,Rio de Janeiro,14,36,16
37,2021m12,Rio de Janeiro,11,23,16
37,2022m01,Rio de Janeiro,5,16,19
37,2022m02,Rio de Janeiro,12,8,18
37,2022m03,Rio de Janeiro,15,18,14
37,2022m04,Rio de Janeiro,17,21,10
37,2022m05,Rio de Janeiro,22,14,28
38,2019m01,Rio de Janeiro,91,22,67
38,2019m02,Rio de Janeiro,86,18,53
38,2019m03,Rio de Janeiro,104,24,73
38,2019m04,Rio de Janeiro,68,24,57
38,2019m05,Rio de Janeiro,62,29,49
38,2019m06,Rio de Janeiro,49,8,34
38,2019m07,Rio de Janeiro,55,13,54
38,2019m08,Rio de Janeiro,46,18,42
38,2019m09,Rio de Janeiro,45,18,26
38,2019m10,Rio de Janeiro,69,10,26
38,2019m11,Rio de Janeiro,58,9,41
38,2019m12,Rio de Janeiro,55,20,29
38,2020m01,Rio de Janeiro,58,13,42
38,2020m02,Rio de Janeiro,57,8,35
38,2020m03,Rio de Janeiro,52,13,21
38,2020m04,Rio de Janeiro,49,18,36
38,2020m05,Rio de Janeiro,41,21,30
38,2020m06,Rio de Janeiro,38,18,14
38,2020m07,Rio de Janeiro,40,18,33
38,2020m08,Rio de Janeiro,32,12,50
38,2020m09,Rio de Janeiro,27,11,32
38,2020m10,Rio de Janeiro,42,16,38
38,2020m11,Rio de Janeiro,42,18,36
38,2020m12,Rio de Janeiro,53,14,38
38,2021m01,Rio de Janeiro,30,11,43
38,2021m02,Rio de Janeiro,50,9,55
38,2021m03,Rio de Janeiro,36,23,57
38,2021m04,Rio de Janeiro,40,24,65
38,2021m05,Rio de Janeiro,42,17,50
38,2021m06,Rio de Janeiro,33,17,39
38,2021m07,Rio de Janeiro,37,16,36
38,2021m08,Rio de Janeiro,28,16,37
38,2021m09,Rio de Janeiro,31,12,28
38,2021m10,Rio de Janeiro,36,15,25
38,2021m11,Rio de Janeiro,42,16,26
38,2021m12,Rio de Janeiro,61,9,22
38,2022m01,Rio de Janeiro,66,17,27
38,2022m02,Rio de Janeiro,48,17,50
38,2022m03,Rio de Janeiro,43,25,23
38,2022m04,Rio de Janeiro,52,16,17
38,2022m05,Rio de Janeiro,65,9,33
39,2019m01,Rio de Janeiro,105,30,234
39,2019m02,Rio de Janeiro,150,22,231
39,2019m03,Rio de Janeiro,196,20,161
39,2019m04,Rio de Janeiro,183,17,153
39,2019m05,Rio de Janeiro,175,11,152
39,2019m06,Rio de Janeiro,133,15,95
39,2019m07,Rio de Janeiro,141,21,105
39,2019m08,Rio de Janeiro,130,16,77
39,2019m09,Rio de Janeiro,113,13,88
39,2019m10,Rio de Janeiro,109,13,85
39,2019m11,Rio de Janeiro,149,15,105
39,2019m12,Rio de Janeiro,166,10,141
39,2020m01,Rio de Janeiro,203,12,178
39,2020m02,Rio de Janeiro,231,13,179
39,2020m03,Rio de Janeiro,129,12,105
39,2020m04,Rio de Janeiro,105,11,63
39,2020m05,Rio de Janeiro,86,14,70
39,2020m06,Rio de Janeiro,87,11,68
39,2020m07,Rio de Janeiro,74,11,157
39,2020m08,Rio de Janeiro,59,16,205
39,2020m09,Rio de Janeiro,66,12,182
39,2020m10,Rio de Janeiro,60,10,221
39,2020m11,Rio de Janeiro,69,12,250
39,2020m12,Rio de Janeiro,74,12,211
39,2021m01,Rio de Janeiro,98,15,184
39,2021m02,Rio de Janeiro,99,13,116
39,2021m03,Rio de Janeiro,120,13,105
39,2021m04,Rio de Janeiro,110,19,75
39,2021m05,Rio de Janeiro,111,25,51
39,2021m06,Rio de Janeiro,90,15,50
39,2021m07,Rio de Janeiro,123,12,66
39,2021m08,Rio de Janeiro,108,12,61
39,2021m09,Rio de Janeiro,61,13,50
39,2021m10,Rio de Janeiro,69,16,49
39,2021m11,Rio de Janeiro,64,9,43
39,2021m12,Rio de Janeiro,80,11,38
39,2022m01,Rio de Janeiro,81,14,37
39,2022m02,Rio de Janeiro,70,7,28
39,2022m03,Rio de Janeiro,57,12,39
39,2022m04,Rio de Janeiro,54,14,24
39,2022m05,Rio de Janeiro,58,9,43
40,2019m01,Rio de Janeiro,131,16,39
40,2019m02,Rio de Janeiro,107,11,45
40,2019m03,Rio de Janeiro,114,14,50
40,2019m04,Rio de Janeiro,124,12,46
40,2019m05,Rio de Janeiro,118,16,50
40,2019m06,Rio de Janeiro,72,6,31
40,2019m07,Rio de Janeiro,74,20,40
40,2019m08,Rio de Janeiro,71,8,32
40,2019m09,Rio de Janeiro,39,10,23
40,2019m10,Rio de Janeiro,49,5,31
40,2019m11,Rio de Janeiro,61,9,20
40,2019m12,Rio de Janeiro,61,11,18
40,2020m01,Rio de Janeiro,69,11,25
40,2020m02,Rio de Janeiro,76,5,23
40,2020m03,Rio de Janeiro,40,14,24
40,2020m04,Rio de Janeiro,23,9,14
40,2020m05,Rio de Janeiro,24,13,12
40,2020m06,Rio de Janeiro,19,12,13
40,2020m07,Rio de Janeiro,25,18,15
40,2020m08,Rio de Janeiro,17,13,16
40,2020m09,Rio de Janeiro,21,11,12
40,2020m10,Rio de Janeiro,24,7,9
40,2020m11,Rio de Janeiro,34,13,15
40,2020m12,Rio de Janeiro,40,15,15
40,2021m01,Rio de Janeiro,33,9,36
40,2021m02,Rio de Janeiro,31,14,48
40,2021m03,Rio de Janeiro,31,21,60
40,2021m04,Rio de Janeiro,53,13,69
40,2021m05,Rio de Janeiro,51,7,48
40,2021m06,Rio de Janeiro,57,9,61
40,2021m07,Rio de Janeiro,57,4,96
40,2021m08,Rio de Janeiro,55,12,90
40,2021m09,Rio de Janeiro,48,10,69
40,2021m10,Rio de Janeiro,39,15,36
40,2021m11,Rio de Janeiro,28,7,14
40,2021m12,Rio de Janeiro,41,10,20
40,2022m01,Rio de Janeiro,43,9,8
40,2022m02,Rio de Janeiro,60,10,7
40,2022m03,Rio de Janeiro,45,15,14
40,2022m04,Rio de Janeiro,46,15,11
40,2022m05,Rio de Janeiro,60,8,24
41,2019m01,Rio de Janeiro,14,8,15
41,2019m02,Rio de Janeiro,22,2,8
41,2019m03,Rio de Janeiro,27,4,11
41,2019m04,Rio de Janeiro,15,5,15
41,2019m05,Rio de Janeiro,7,2,7
41,2019m06,Rio de Janeiro,6,6,7
41,2019m07,Rio de Janeiro,10,6,14
41,2019m08,Rio de Janeiro,8,2,6
41,2019m09,Rio de Janeiro,6,2,5
41,2019m10,Rio de Janeiro,6,2,10
41,2019m11,Rio de Janeiro,13,2,6
41,2019m12,Rio de Janeiro,7,10,6
41,2020m01,Rio de Janeiro,9,3,3
41,2020m02,Rio de Janeiro,9,5,4
41,2020m03,Rio de Janeiro,9,3,4
41,2020m04,Rio de Janeiro,6,6,6
41,2020m05,Rio de Janeiro,3,6,3
41,2020m06,Rio de Janeiro,7,6,6
41,2020m07,Rio de Janeiro,2,9,3
41,2020m08,Rio de Janeiro,3,1,3
41,2020m09,Rio de Janeiro,9,0,6
41,2020m10,Rio de Janeiro,8,3,7
41,2020m11,Rio de Janeiro,6,7,6
41,2020m12,Rio de Janeiro,7,5,1
41,2021m01,Rio de Janeiro,10,4,3
41,2021m02,Rio de Janeiro,13,4,4
41,2021m03,Rio de Janeiro,10,5,1
41,2021m04,Rio de Janeiro,12,3,5
41,2021m05,Rio de Janeiro,14,5,5
41,2021m06,Rio de Janeiro,14,2,2
41,2021m07,Rio de Janeiro,17,2,3
41,2021m08,Rio de Janeiro,6,10,1
41,2021m09,Rio de Janeiro,8,3,4
41,2021m10,Rio de Janeiro,11,5,2
41,2021m11,Rio de Janeiro,8,3,10
41,2021m12,Rio de Janeiro,15,2,5
41,2022m01,Rio de Janeiro,11,5,3
41,2022m02,Rio de Janeiro,11,1,6
41,2022m03,Rio de Janeiro,9,6,3
41,2022m04,Rio de Janeiro,9,4,5
41,2022m05,Rio de Janeiro,15,5,5
42,2019m01,Rio de Janeiro,32,50,13
42,2019m02,Rio de Janeiro,9,23,10
42,2019m03,Rio de Janeiro,15,24,8
42,2019m04,Rio de Janeiro,14,29,11
42,2019m05,Rio de Janeiro,26,32,20
42,2019m06,Rio de Janeiro,18,25,4
42,2019m07,Rio de Janeiro,18,22,5
42,2019m08,Rio de Janeiro,15,29,14
42,2019m09,Rio de Janeiro,24,30,10
42,2019m10,Rio de Janeiro,22,50,13
42,2019m11,Rio de Janeiro,20,25,7
42,2019m12,Rio de Janeiro,10,45,15
42,2020m01,Rio de Janeiro,19,48,12
42,2020m02,Rio de Janeiro,14,37,4
42,2020m03,Rio de Janeiro,17,22,5
42,2020m04,Rio de Janeiro,8,17,1
42,2020m05,Rio de Janeiro,13,23,9
42,2020m06,Rio de Janeiro,13,35,5
42,2020m07,Rio de Janeiro,12,46,6
42,2020m08,Rio de Janeiro,6,51,8
42,2020m09,Rio de Janeiro,8,68,8
42,2020m10,Rio de Janeiro,6,32,9
42,2020m11,Rio de Janeiro,16,38,10
42,2020m12,Rio de Janeiro,8,38,7
42,2021m01,Rio de Janeiro,19,53,12
42,2021m02,Rio de Janeiro,13,31,9
42,2021m03,Rio de Janeiro,11,26,6
42,2021m04,Rio de Janeiro,9,20,5
42,2021m05,Rio de Janeiro,4,22,5
42,2021m06,Rio de Janeiro,12,21,8
42,2021m07,Rio de Janeiro,15,21,6
42,2021m08,Rio de Janeiro,7,22,9
42,2021m09,Rio de Janeiro,9,21,13
42,2021m10,Rio de Janeiro,13,27,5
42,2021m11,Rio de Janeiro,16,29,2
42,2021m12,Rio de Janeiro,13,45,2
42,2022m01,Rio de Janeiro,17,37,9
42,2022m02,Rio de Janeiro,14,37,11
42,2022m03,Rio de Janeiro,14,73,8
42,2022m04,Rio de Janeiro,10,35,3
42,2022m05,Rio de Janeiro,9,26,5
43,2019m01,Rio de Janeiro,9,15,10
43,2019m02,Rio de Janeiro,7,11,6
43,2019m03,Rio de Janeiro,12,21,4
43,2019m04,Rio de Janeiro,6,16,10
43,2019m05,Rio de Janeiro,10,8,13
43,2019m06,Rio de Janeiro,9,8,4
43,2019m07,Rio de Janeiro,18,7,11
43,2019m08,Rio de Janeiro,2,12,1
43,2019m09,Rio de Janeiro,3,8,5
43,2019m10,Rio de Janeiro,17,5,5
43,2019m11,Rio de Janeiro,5,5,4
43,2019m12,Rio de Janeiro,10,16,9
43,2020m01,Rio de Janeiro,13,22,4
43,2020m02,Rio de Janeiro,5,18,5
43,2020m03,Rio de Janeiro,5,11,12
43,2020m04,Rio de Janeiro,7,9,5
43,2020m05,Rio de Janeiro,9,10,4
43,2020m06,Rio de Janeiro,13,7,3
43,2020m07,Rio de Janeiro,8,13,9
43,2020m08,Rio de Janeiro,5,11,8
43,2020m09,Rio de Janeiro,4,10,7
43,2020m10,Rio de Janeiro,8,7,8
43,2020m11,Rio de Janeiro,6,10,7
43,2020m12,Rio de Janeiro,10,13,4
43,2021m01,Rio de Janeiro,7,12,9
43,2021m02,Rio de Janeiro,5,16,3
43,2021m03,Rio de Janeiro,11,15,17
43,2021m04,Rio de Janeiro,4,9,3
43,2021m05,Rio de Janeiro,6,17,10
43,2021m06,Rio de Janeiro,9,12,7
43,2021m07,Rio de Janeiro,5,19,2
43,2021m08,Rio de Janeiro,14,10,5
43,2021m09,Rio de Janeiro,9,14,3
43,2021m10,Rio de Janeiro,6,12,2
43,2021m11,Rio de Janeiro,9,7,4
43,2021m12,Rio de Janeiro,10,11,5
43,2022m01,Rio de Janeiro,7,9,4
43,2022m02,Rio de Janeiro,5,8,3
43,2022m03,Rio de Janeiro,4,12,4
43,2022m04,Rio de Janeiro,5,11,4
43,2022m05,Rio de Janeiro,4,10,4
44,2019m01,Rio de Janeiro,39,9,24
44,2019m02,Rio de Janeiro,67,15,28
44,2019m03,Rio de Janeiro,51,6,34
44,2019m04,Rio de Janeiro,53,5,28
44,2019m05,Rio de Janeiro,44,4,26
44,2019m06,Rio de Janeiro,51,8,19
44,2019m07,Rio de Janeiro,41,8,29
44,2019m08,Rio de Janeiro,38,11,22
44,2019m09,Rio de Janeiro,45,11,26
44,2019m10,Rio de Janeiro,37,6,29
44,2019m11,Rio de Janeiro,32,5,16
44,2019m12,Rio de Janeiro,27,8,68
44,2020m01,Rio de Janeiro,42,7,20
44,2020m02,Rio de Janeiro,33,4,15
44,2020m03,Rio de Janeiro,30,8,13
44,2020m04,Rio de Janeiro,28,6,9
44,2020m05,Rio de Janeiro,18,9,4
44,2020m06,Rio de Janeiro,18,8,5
44,2020m07,Rio de Janeiro,25,13,17
44,2020m08,Rio de Janeiro,22,7,19
44,2020m09,Rio de Janeiro,17,8,6
44,2020m10,Rio de Janeiro,19,3,6
44,2020m11,Rio de Janeiro,11,4,3
44,2020m12,Rio de Janeiro,20,5,9
44,2021m01,Rio de Janeiro,19,7,6
44,2021m02,Rio de Janeiro,27,7,7
44,2021m03,Rio de Janeiro,25,7,3
44,2021m04,Rio de Janeiro,24,15,9
44,2021m05,Rio de Janeiro,21,4,7
44,2021m06,Rio de Janeiro,25,10,5
44,2021m07,Rio de Janeiro,20,12,4
44,2021m08,Rio de Janeiro,15,10,4
44,2021m09,Rio de Janeiro,26,11,10
44,2021m10,Rio de Janeiro,18,13,7
44,2021m11,Rio de Janeiro,24,5,7
44,2021m12,Rio de Janeiro,49,6,6
44,2022m01,Rio de Janeiro,34,9,10
44,2022m02,Rio de Janeiro,30,15,11
44,2022m03,Rio de Janeiro,45,12,8
44,2022m04,Rio de Janeiro,44,13,17
44,2022m05,Rio de Janeiro,48,16,20
48,2019m01,Seropédica,21,8,18
48,2019m02,Seropédica,10,2,11
48,2019m03,Seropédica,14,7,6
48,2019m04,Seropédica,17,10,9
48,2019m05,Seropédica,10,18,8
48,2019m06,Seropédica,5,7,4
48,2019m07,Seropédica,6,6,6
48,2019m08,Seropédica,11,8,6
48,2019m09,Seropédica,7,10,5
48,2019m10,Seropédica,7,4,5
48,2019m11,Seropédica,3,7,13
48,2019m12,Seropédica,10,6,3
48,2020m01,Seropédica,16,4,13
48,2020m02,Seropédica,10,9,6
48,2020m03,Seropédica,1,7,7
48,2020m04,Seropédica,4,7,5
48,2020m05,Seropédica,3,2,7
48,2020m06,Seropédica,3,6,3
48,2020m07,Seropédica,5,8,1
48,2020m08,Seropédica,3,2,3
48,2020m09,Seropédica,4,5,1
48,2020m10,Seropédica,4,3,2
48,2020m11,Seropédica,2,3,4
48,2020m12,Seropédica,2,4,3
48,2021m01,Seropédica,6,3,6
48,2021m02,Seropédica,2,8,3
48,2021m03,Seropédica,8,6,4
48,2021m04,Seropédica,4,2,1
48,2021m05,Seropédica,2,3,10
48,2021m06,Seropédica,3,6,5
48,2021m07,Seropédica,5,6,2
48,2021m08,Seropédica,8,4,5
48,2021m09,Seropédica,3,3,0
48,2021m10,Seropédica,0,2,2
48,2021m11,Seropédica,4,5,5
48,2021m12,Seropédica,6,2,9
48,2022m01,Seropédica,2,1,3
48,2022m02,Seropédica,5,7,5
48,2022m03,Seropédica,2,3,5
48,2022m04,Seropédica,4,5,6
48,2022m05,Seropédica,3,3,4
50,2019m01,Itaguaí,34,4,23
50,2019m02,Itaguaí,21,8,17
50,2019m03,Itaguaí,15,9,13
50,2019m04,Itaguaí,23,3,13
50,2019m05,Itaguaí,19,4,10
50,2019m06,Itaguaí,18,9,7
50,2019m07,Itaguaí,30,5,16
50,2019m08,Itaguaí,31,5,22
50,2019m09,Itaguaí,29,3,17
50,2019m10,Itaguaí,27,5,10
50,2019m11,Itaguaí,18,10,11
50,2019m12,Itaguaí,20,12,9
50,2020m01,Itaguaí,17,15,7
50,2020m02,Itaguaí,14,15,12
50,2020m03,Itaguaí,6,6,6
50,2020m04,Itaguaí,7,1,4
50,2020m05,Itaguaí,5,2,3
50,2020m06,Itaguaí,8,4,2
50,2020m07,Itaguaí,4,7,7
50,2020m08,Itaguaí,5,7,3
50,2020m09,Itaguaí,6,6,6
50,2020m10,Itaguaí,9,3,8
50,2020m11,Itaguaí,11,7,12
50,2020m12,Itaguaí,16,0,9
50,2021m01,Itaguaí,11,7,7
50,2021m02,Itaguaí,6,13,4
50,2021m03,Itaguaí,5,6,5
50,2021m04,Itaguaí,7,2,7
50,2021m05,Itaguaí,11,13,4
50,2021m06,Itaguaí,8,12,3
50,2021m07,Itaguaí,10,12,8
50,2021m08,Itaguaí,13,15,19
50,2021m09,Itaguaí,9,11,12
50,2021m10,Itaguaí,7,9,9
50,2021m11,Itaguaí,7,13,11
50,2021m12,Itaguaí,18,21,13
50,2022m01,Itaguaí,3,8,6
50,2022m02,Itaguaí,5,10,5
50,2022m03,Itaguaí,9,13,6
50,2022m04,Itaguaí,14,14,9
50,2022m05,Itaguaí,6,11,9
51,2019m01,Paracambi,3,4,3
51,2019m02,Paracambi,4,2,2
51,2019m03,Paracambi,0,3,1
51,2019m04,Paracambi,2,2,4
51,2019m05,Paracambi,1,2,1
51,2019m06,Paracambi,2,2,2
51,2019m07,Paracambi,1,1,0
51,2019m08,Paracambi,1,3,1
51,2019m09,Paracambi,0,1,0
51,2019m10,Paracambi,2,2,2
51,2019m11,Paracambi,0,2,1
51,2019m12,Paracambi,1,2,0
51,2020m01,Paracambi,4,1,1
51,2020m02,Paracambi,0,2,2
51,2020m03,Paracambi,2,1,1
51,2020m04,Paracambi,1,1,0
51,2020m05,Paracambi,2,2,0
51,2020m06,Paracambi,1,1,0
51,2020m07,Paracambi,2,1,0
51,2020m08,Paracambi,0,4,0
51,2020m09,Paracambi,0,5,0
51,2020m10,Paracambi,1,0,1
51,2020m11,Paracambi,0,3,0
51,2020m12,Paracambi,3,5,2
51,2021m01,Paracambi,2,4,0
51,2021m02,Paracambi,0,3,2
51,2021m03,Paracambi,4,1,1
51,2021m04,Paracambi,0,2,2
51,2021m05,Paracambi,1,3,1
51,2021m06,Paracambi,0,1,1
51,2021m07,Paracambi,0,3,1
51,2021m08,Paracambi,0,2,1
51,2021m09,Paracambi,2,1,0
51,2021m10,Paracambi,0,2,2
51,2021m11,Paracambi,0,1,2
51,2021m12,Paracambi,0,0,0
51,2022m01,Paracambi,2,1,0
51,2022m02,Paracambi,0,1,0
51,2022m03,Paracambi,0,2,2
51,2022m04,Paracambi,0,1,0
51,2022m05,Paracambi,0,3,0
52,2019m01,Nova Iguaçu,78,31,42
52,2019m02,Nova Iguaçu,57,35,35
52,2019m03,Nova Iguaçu,59,40,33
52,2019m04,Nova Iguaçu,67,29,35
52,2019m05,Nova Iguaçu,73,37,27
52,2019m06,Nova Iguaçu,65,42,35
52,2019m07,Nova Iguaçu,69,34,34
52,2019m08,Nova Iguaçu,60,42,32
52,2019m09,Nova Iguaçu,37,31,27
52,2019m10,Nova Iguaçu,55,26,14
52,2019m11,Nova Iguaçu,40,33,13
52,2019m12,Nova Iguaçu,47,18,25
52,2020m01,Nova Iguaçu,53,24,24
52,2020m02,Nova Iguaçu,43,20,18
52,2020m03,Nova Iguaçu,41,18,19
52,2020m04,Nova Iguaçu,34,12,16
52,2020m05,Nova Iguaçu,21,9,7
52,2020m06,Nova Iguaçu,30,9,8
52,2020m07,Nova Iguaçu,24,28,3
52,2020m08,Nova Iguaçu,27,19,11
52,2020m09,Nova Iguaçu,48,19,7
52,2020m10,Nova Iguaçu,41,11,4
52,2020m11,Nova Iguaçu,35,8,9
52,2020m12,Nova Iguaçu,51,11,6
52,2021m01,Nova Iguaçu,46,16,6
52,2021m02,Nova Iguaçu,44,39,5
52,2021m03,Nova Iguaçu,51,17,13
52,2021m04,Nova Iguaçu,56,38,9
52,2021m05,Nova Iguaçu,50,36,10
52,2021m06,Nova Iguaçu,46,32,6
52,2021m07,Nova Iguaçu,36,30,7
52,2021m08,Nova Iguaçu,23,53,2
52,2021m09,Nova Iguaçu,26,54,7
52,2021m10,Nova Iguaçu,31,50,9
52,2021m11,Nova Iguaçu,19,41,15
52,2021m12,Nova Iguaçu,25,71,6
52,2022m01,Nova Iguaçu,30,41,11
52,2022m02,Nova Iguaçu,32,39,5
52,2022m03,Nova Iguaçu,32,47,5
52,2022m04,Nova Iguaçu,40,40,12
52,2022m05,Nova Iguaçu,29,34,10
53,2019m01,Mesquita,29,21,15
53,2019m02,Mesquita,34,14,21
53,2019m03,Mesquita,36,13,37
53,2019m04,Mesquita,34,15,21
53,2019m05,Mesquita,60,17,35
53,2019m06,Mesquita,58,17,22
53,2019m07,Mesquita,40,23,33
53,2019m08,Mesquita,40,27,27
53,2019m09,Mesquita,38,25,20
53,2019m10,Mesquita,34,19,22
53,2019m11,Mesquita,40,17,16
53,2019m12,Mesquita,61,23,21
53,2020m01,Mesquita,52,14,22
53,2020m02,Mesquita,45,9,32
53,2020m03,Mesquita,38,15,20
53,2020m04,Mesquita,13,18,12
53,2020m05,Mesquita,13,15,10
53,2020m06,Mesquita,22,10,6
53,2020m07,Mesquita,18,9,7
53,2020m08,Mesquita,22,11,9
53,2020m09,Mesquita,27,7,9
53,2020m10,Mesquita,17,10,7
53,2020m11,Mesquita,27,12,12
53,2020m12,Mesquita,28,16,6
53,2021m01,Mesquita,34,12,16
53,2021m02,Mesquita,31,12,4
53,2021m03,Mesquita,23,10,15
53,2021m04,Mesquita,24,12,11
53,2021m05,Mesquita,23,13,8
53,2021m06,Mesquita,10,14,11
53,2021m07,Mesquita,20,19,9
53,2021m08,Mesquita,13,9,5
53,2021m09,Mesquita,18,20,12
53,2021m10,Mesquita,13,15,8
53,2021m11,Mesquita,24,21,2
53,2021m12,Mesquita,15,20,5
53,2022m01,Mesquita,16,17,12
53,2022m02,Mesquita,14,18,2
53,2022m03,Mesquita,21,28,12
53,2022m04,Mesquita,13,22,4
53,2022m05,Mesquita,23,21,12
54,2019m01,Belford Roxo,166,27,119
54,2019m02,Belford Roxo,199,29,100
54,2019m03,Belford Roxo,203,23,98
54,2019m04,Belford Roxo,285,35,94
54,2019m05,Belford Roxo,272,35,105
54,2019m06,Belford Roxo,218,24,77
54,2019m07,Belford Roxo,215,18,107
54,2019m08,Belford Roxo,278,37,114
54,2019m09,Belford Roxo,132,34,76
54,2019m10,Belford Roxo,147,31,75
54,2019m11,Belford Roxo,192,39,78
54,2019m12,Belford Roxo,301,36,105
54,2020m01,Belford Roxo,303,29,170
54,2020m02,Belford Roxo,260,17,134
54,2020m03,Belford Roxo,143,37,112
54,2020m04,Belford Roxo,90,27,64
54,2020m05,Belford Roxo,98,28,64
54,2020m06,Belford Roxo,131,38,58
54,2020m07,Belford Roxo,166,44,43
54,2020m08,Belford Roxo,199,36,64
54,2020m09,Belford Roxo,140,30,35
54,2020m10,Belford Roxo,147,22,24
54,2020m11,Belford Roxo,131,25,38
54,2020m12,Belford Roxo,148,35,41
54,2021m01,Belford Roxo,116,23,53
54,2021m02,Belford Roxo,118,24,25
54,2021m03,Belford Roxo,158,27,28
54,2021m04,Belford Roxo,89,36,37
54,2021m05,Belford Roxo,118,28,29
54,2021m06,Belford Roxo,127,34,28
54,2021m07,Belford Roxo,100,45,30
54,2021m08,Belford Roxo,125,63,40
54,2021m09,Belford Roxo,137,56,39
54,2021m10,Belford Roxo,144,54,33
54,2021m11,Belford Roxo,97,49,47
54,2021m12,Belford Roxo,130,58,47
54,2022m01,Belford Roxo,121,54,54
54,2022m02,Belford Roxo,105,48,28
54,2022m03,Belford Roxo,156,34,41
54,2022m04,Belford Roxo,125,35,46
54,2022m05,Belford Roxo,110,41,40
55,2019m01,Queimados,27,8,12
55,2019m02,Queimados,15,18,7
55,2019m03,Queimados,14,25,12
55,2019m04,Queimados,14,15,11
55,2019m05,Queimados,17,15,6
55,2019m06,Queimados,27,7,9
55,2019m07,Queimados,11,4,10
55,2019m08,Queimados,5,21,9
55,2019m09,Queimados,11,7,5
55,2019m10,Queimados,9,7,8
55,2019m11,Queimados,13,9,4
55,2019m12,Queimados,14,4,4
55,2020m01,Queimados,12,10,5
55,2020m02,Queimados,16,3,11
55,2020m03,Queimados,8,4,7
55,2020m04,Queimados,8,7,3
55,2020m05,Queimados,1,4,3
55,2020m06,Queimados,5,2,1
55,2020m07,Queimados,6,2,4
55,2020m08,Queimados,10,8,6
55,2020m09,Queimados,5,3,3
55,2020m10,Queimados,17,1,6
55,2020m11,Queimados,14,13,3
55,2020m12,Queimados,17,8,8
55,2021m01,Queimados,7,10,6
55,2021m02,Queimados,20,9,6
55,2021m03,Queimados,15,5,6
55,2021m04,Queimados,11,9,3
55,2021m05,Queimados,8,11,2
55,2021m06,Queimados,12,13,4
55,2021m07,Queimados,11,13,7
55,2021m08,Queimados,11,12,5
55,2021m09,Queimados,11,8,6
55,2021m10,Queimados,7,5,3
55,2021m11,Queimados,3,13,2
55,2021m12,Queimados,14,10,4
55,2022m01,Queimados,10,13,2
55,2022m02,Queimados,7,9,5
55,2022m03,Queimados,10,5,6
55,2022m04,Queimados,9,12,7
55,2022m05,Queimados,9,10,3
56,2019m01,Nova Iguaçu,52,20,44
56,2019m02,Nova Iguaçu,42,19,29
56,2019m03,Nova Iguaçu,65,20,27
56,2019m04,Nova Iguaçu,71,20,44
56,2019m05,Nova Iguaçu,79,20,41
56,2019m06,Nova Iguaçu,68,14,52
56,2019m07,Nova Iguaçu,54,13,32
56,2019m08,Nova Iguaçu,43,19,33
56,2019m09,Nova Iguaçu,37,14,26
56,2019m10,Nova Iguaçu,54,16,19
56,2019m11,Nova Iguaçu,70,27,17
56,2019m12,Nova Iguaçu,62,20,23
56,2020m01,Nova Iguaçu,54,24,30
56,2020m02,Nova Iguaçu,40,23,25
56,2020m03,Nova Iguaçu,45,10,29
56,2020m04,Nova Iguaçu,30,18,13
56,2020m05,Nova Iguaçu,24,18,6
56,2020m06,Nova Iguaçu,26,21,9
56,2020m07,Nova Iguaçu,21,11,7
56,2020m08,Nova Iguaçu,26,10,4
56,2020m09,Nova Iguaçu,25,17,7
56,2020m10,Nova Iguaçu,42,10,10
56,2020m11,Nova Iguaçu,51,18,10
56,2020m12,Nova Iguaçu,41,16,7
56,2021m01,Nova Iguaçu,44,16,15
